"configuration","problem","model","data_file","status","time","nodes","nSolutions","solveTime","boolVariables","extractedViews","propagators","objective","failures","run","unifiedVariables","objectiveBound","intVariables","evaluatedReifiedConstraints","initTime","flatIntVars","intVars","userDecisions","flatIntConstraints","evaluatedHalfReifiedConstraints","variables","solutions","blockType","flatBoolConstraints","backjumps","optTime","method","propagations","trailMem","flatTime","nogoods","randomSeed","peakMem","baseMem","flatBoolVars","peakDepth","oracleDecisions","restarts","paths"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","49.92879727296531","","6","48.327097","","1","35","35","235230","results_filter","0","","34","","0.006656","35","","235771","36","","","","complete","","","","minimize","1608494","","0.222643","","","","","","34","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0810307143256068","","1","0.51496","","4","33","34","13631","results_filter","0","","29","","0.005465","33","","11011","37","","","","complete","","","","minimize","156335","","0.197489","","","","","","39","6053","241","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","44.39510034862906","","1","43.657448","","8","67","32","334746","results_filter","0","","65","","0.007134","73","","338625","75","","","","complete","","","","minimize","2260729","","0.202858","","","","","","60","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","21.441289705224335","","4","20.621726","","8","2497","11","361332","results_filter","0","","97","","0.033046","105","","674561","2505","2432","","","complete","608","","","minimize","109957948","","0.248034","","","","","2432","3152","405124","10376","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.8564242860302329","","3","0.022311","","1","25","15","746","results_filter","0","","32","","0.006865","33","","824","26","","","","complete","","","","minimize","8306","","0.174546","","","","","","41","282","40","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.7627377761527896","","2","0.174036","","4","33","15","4769","results_filter","0","","45","","0.005904","61","","21239","37","","","","complete","","","","minimize","72064","","0.173858","","","","","","52","0","0","0"
"gecode","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.4329132568091154","2257","2","0.016173","","","41","15","1095","results_filter","","","","","0.000684","61","","","37","","61","2","","","","","minimize","28141","","0.173864","","","","","","51","","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.7266781609505415","","3","0.024283","","8","49","18","113","results_filter","0","","35","","0.006276","77","","903","57","","","","complete","","","","minimize","3055","","0.200964","","","","","","57","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4761667922139168","","3","0.022477","","1","25","15","746","results_filter","0","","32","","0.005694","33","","824","26","","","","complete","","","","minimize","8298","","0.170046","","","","","","33","274","40","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9015938173979521","","1","0.003505","","3","11","4","7","results_filter","0","","18","","0.004654","26","","32","14","","","","complete","","","","minimize","95","","0.16582","","","","","","20","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7606420069932938","1070","1","0.008","5495","","1041","11","149","results_filter","","","","508","0.011","47","47","","531","","5544","","","127","882","0.008","minimize","46901","0.01","0.224072","149","-389805533","0.0","0.0","508","39","","1","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","46.38867982942611","","5","45.502128","","8","2497","10","762545","results_filter","0","","97","","0.034743","105","","1162180","2505","2432","","","complete","608","","","minimize","200007644","","0.25928","","","","","2432","3143","751528","24389","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","49.30426138732582","","1","46.294595","","8","67","32","332378","results_filter","0","","49","","0.008069","73","","337078","75","","","","complete","","","","minimize","2266676","","0.35567","","","","","","55","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9227456748485565","","1","0.003515","","3","11","4","7","results_filter","0","","18","","0.004764","26","","32","14","","","","complete","","","","minimize","95","","0.2303","","","","","","20","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.321518611162901","","1","0.536491","","4","33","34","12306","results_filter","0","","29","","0.005299","33","","12680","37","","","","complete","","","","minimize","114570","","0.212795","","","","","","29","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.6353085851296782","","2","0.185382","","4","33","15","5400","results_filter","0","","45","","0.005962","61","","23934","37","","","","complete","","","","minimize","80839","","0.169741","","","","","","52","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","36.779867311008275","","2","35.564422","","8","67","11","481406","results_filter","0","","97","","0.007924","105","","942006","75","","","","complete","","","","minimize","6519364","","0.205514","","","","","","172","419528","13989","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","2.635451778769493","","10","2.241556","","1","35","19","24087","results_filter","0","","34","","0.006037","52","","154396","36","","","","complete","","","","minimize","700470","","0.163536","","","","","","43","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.427897320129","","3","1199.778689","","8","67","11","8254821","results_filter","0","","97","","0.007454","105","","28417966","75","","","","complete","","","","minimize","87181340","","0.216519","","","","","","83","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4889584491029382","","3","0.029428","","1","25","11","363","results_filter","0","","24","","0.00735","48","","2199","26","","","","complete","","","","minimize","6068","","0.171887","","","","","","39","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","94.80558716971427","","1","91.976452","","8","67","32","624609","results_filter","0","","49","","0.008124","73","","859112","75","","","","complete","","","","minimize","15266839","","0.355787","","","","","","105","532797","32467","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.5968858730047941","","2","0.01103","","8","1391","17","19","results_filter","0","","69","","0.023138","77","","179","1399","1344","","","complete","336","","","minimize","18688","","0.216461","","","","","1344","1780","3432","0","0"
"chuffed","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.930706337094307","14882","1","0.439","7468","","762","34","9786","results_filter","","","","360","0.011","36","36","","397","","7506","","","180","5067","0.005","minimize","5588057","0.02","0.240258","9786","2141290027","0.0","0.0","360","29","","1","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4714390682056546","","5","0.025821","","1","531","11","245","results_filter","0","","24","","0.010339","48","","1338","532","508","","","complete","127","","","minimize","55307","","0.186315","","","","","508","631","2961","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","21.901377273723483","","13","21.187393","","1","35","19","227190","results_filter","0","","34","","0.007754","52","","1397497","36","","","","complete","","","","minimize","6373808","","0.174848","","","","","","43","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.2331334762275","","2","1199.826576","","8","67","16","10091294","results_filter","0","","65","","0.007684","105","","12600267","75","","","","complete","","","","minimize","68157993","","0.168315","","","","","","76","0","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.606067169457674","","1","0.042215","","1","25","18","1738","results_filter","0","","24","","0.005961","25","","1764","26","","","","complete","","","","minimize","16751","","0.197334","","","","","","24","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.243405229412","","2","1199.82541","","8","67","16","9202772","results_filter","0","","65","","0.008804","105","","13142358","75","","","","complete","","","","minimize","68387319","","0.168513","","","","","","76","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.47674606647342443","","8","0.069267","","1","35","19","327","results_filter","0","","34","","0.00612","52","","1393","36","","","","complete","","","","minimize","15471","","0.171546","","","","","","128","620","7","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.4872501492500305","","3","0.051041","","4","33","16","745","results_filter","0","","45","","0.005825","49","","2750","37","","","","complete","","","","minimize","20157","","0.193011","","","","","","136","375","3","0"
"chuffed","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.7210872564464808","117","2","0.009","11368","","2646","21","3","results_filter","","","","1288","0.024","76","76","","1349","","11446","","","336","9","0.009","minimize","22556","0.04","0.231307","3","1015355717","0.0","0.0","1288","54","","2","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.46953704860061407","","3","0.030413","","1","25","11","363","results_filter","0","","24","","0.005859","48","","2199","26","","","","complete","","","","minimize","6222","","0.185842","","","","","","39","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4726388696581125","","4","0.032985","","1","25","11","389","results_filter","0","","24","","0.005873","48","","2436","26","","","","complete","","","","minimize","6778","","0.185996","","","","","","39","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0846250671893358","","1","0.48695","","4","33","34","11972","results_filter","0","","29","","0.005431","33","","11964","37","","","","complete","","","","minimize","177947","","0.210338","","","","","","50","8283","689","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4667695686221123","","3","0.020509","","1","25","15","621","results_filter","0","","32","","0.006312","33","","739","26","","","","complete","","","","minimize","6034","","0.172187","","","","","","32","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","115.51629782374948","","6","115.059311","","1","35","35","449043","results_filter","0","","34","","0.006457","35","","337182","36","","","","complete","","","","minimize","4897221","","0.170653","","","","","","102","324120","16808","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6920534055680037","","1","0.019223","","1","25","18","562","results_filter","0","","24","","0.005042","25","","401","26","","","","complete","","","","minimize","8290","","0.170603","","","","","","24","302","29","0"
"gecode","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","0.45961300283670425","171","1","0.007435","","","79","16","67","results_filter","","","","","0.00092","105","","","75","","105","1","","","","","minimize","3189","","0.16517","","","","","","116","","0","0"
"cp-sat","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.3614295599982","","1","0.007943","158","","","16","67","results_filter","","7","","","","105","","","75","","","","","","","","minimize","852","","0.169394","","","","","","","","","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","60.592858525924385","","3","60.132197","","8","67","16","717702","results_filter","0","","65","","0.007746","105","","1212338","75","","","","complete","","","","minimize","11056583","","0.179631","","","","","","180","483309","22787","0"
"chuffed","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.7060368554666638","720","3","0.016","5225","","645","15","434","results_filter","","","","310","0.009","32","33","","333","","5260","","","127","213","0.008","minimize","114538","0.01","0.190835","434","937103506","0.0","0.0","310","27","","3","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","114.2815641593188","","6","112.6768","","1","35","35","447288","results_filter","0","","34","","0.006646","35","","328613","36","","","","complete","","","","minimize","4936400","","0.220021","","","","","","88","322074","15840","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.47046974301338196","","10","0.069204","","1","35","19","411","results_filter","0","","34","","0.005839","52","","2210","36","","","","complete","","","","minimize","17365","","0.167499","","","","","","116","655","7","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.2499181553721","","3","1199.829519","","8","67","14","6566162","results_filter","0","","97","","0.007434","105","","19172357","75","","","","complete","","","","minimize","78069282","","0.168374","","","","","","83","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","1.8317094258964062","","1","0.223511","","8","49","28","4925","results_filter","0","","35","","0.006687","51","","5316","57","","","","complete","","","","minimize","88051","","0.222952","","","","","","40","3570","248","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.6113404063508","","4","1199.826801","","8","67","18","7269311","results_filter","0","","49","","0.007598","105","","8987291","75","","","","complete","","","","minimize","56002442","","0.179764","","","","","","75","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.4418413629755","","5","1199.814422","","8","67","18","7804651","results_filter","0","","49","","0.007532","105","","9520967","75","","","","complete","","","","minimize","57439495","","0.180232","","","","","","74","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","53.20889420527965","","3","52.80106","","8","67","16","664403","results_filter","0","","65","","0.007708","105","","1036025","75","","","","complete","","","","minimize","10103875","","0.168103","","","","","","183","465727","21691","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","154.70810542814434","","4","154.137182","","8","2497","11","1851577","results_filter","0","","97","","0.034394","105","","3067341","2505","2432","","","complete","608","","","minimize","322700971","","0.257994","","","","","2432","3060","4527","0","0"
"gecode","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.083703076466918","22","1","0.003807","","","18","4","5","results_filter","","","","","0.00048","26","","","14","","26","1","","","","","minimize","98","","0.268857","","","","","","20","","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4241835977882147","","2","0.010769","","8","49","17","19","results_filter","0","","69","","0.006504","77","","180","57","","","","complete","","","","minimize","772","","0.169987","","","","","","67","0","0","0"
"gecode","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","10.221430617384613","4646003","3","9.68075","","","29","15","2322990","results_filter","","","","","0.000632","33","","","26","","63","3","","","","","minimize","27202243","","0.17213","","","","","","31","","0","0"
"cp-sat","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.6657537305728","","1","0.033239","197","","","18","101","results_filter","","7","","","","105","","","75","","","","","","","","minimize","1193","","0.179505","","","","","","","","","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.42983389273285866","","2","0.011131","","8","49","17","19","results_filter","0","","69","","0.006304","77","","180","57","","","","complete","","","","minimize","772","","0.169671","","","","","","67","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.9355191485956311","","1","0.004074","","3","11","6","14","results_filter","0","","18","","0.006329","26","","44","14","","","","complete","","","","minimize","134","","0.477106","","","","","","20","0","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6362378345802426","","2","0.127182","","4","33","11","5589","results_filter","0","","45","","0.006043","61","","8602","37","","","","complete","","","","minimize","20277","","0.185849","","","","","","47","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.48960445169359446","","4","0.0262","","1","25","11","237","results_filter","0","","24","","0.005969","48","","1593","26","","","","complete","","","","minimize","5047","","0.173217","","","","","","39","67","1","0"
"gecode","","../filters/filter.mzn","../filters/ewf_1_2.dzn","SATISFIED","1200.6468748636544","636871409","1","1199.71","","","60","28","318435688","results_filter","","","","","0.016202","51","","","57","","103","1","","","","","minimize","3435760072","","0.289177","","","","","","52","","0","0"
"gecode","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","0.922813368961215","399","2","0.019479","","","79","11","161","results_filter","","","","","0.014014","105","","","75","","105","2","","","","","minimize","4128","","0.194708","","","","","","104","","0","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.8472525030374527","","2","0.010774","","8","1391","17","19","results_filter","0","","69","","0.022967","77","","179","1399","1344","","","complete","336","","","minimize","18688","","0.224156","","","","","1344","1780","3432","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.9163942206650972","","1","0.129659","","8","49","28","3231","results_filter","0","","35","","0.007","43","","3351","57","","","","complete","","","","minimize","28811","","0.172408","","","","","","35","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.7564421286806464","","6","0.045204","","1","35","18","322","results_filter","0","","51","","0.006452","52","","1137","36","","","","complete","","","","minimize","9147","","0.173749","","","","","","127","562","5","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5597050543874502","","3","0.048498","","4","33","11","1553","results_filter","0","","45","","0.005669","61","","2400","37","","","","complete","","","","minimize","8163","","0.186039","","","","","","47","387","37","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.360094071366","","1","1199.724612","","8","1281","34","4841664","results_filter","0","","49","","0.021511","57","","4913132","1289","1216","","","complete","608","","","minimize","1082330751","","0.270545","","","","","1216","1265","1216","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.8803974352777004","","1","0.050957","","1","25","18","2234","results_filter","0","","24","","0.004961","25","","2266","26","","","","complete","","","","minimize","19650","","0.229297","","","","","","24","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.7087020678445697","","1","0.003945","","3","11","6","14","results_filter","0","","18","","0.004659","26","","44","14","","","","complete","","","","minimize","134","","0.171166","","","","","","20","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.529524801298976","","4","0.02713","","4","33","16","191","results_filter","0","","45","","0.006848","49","","542","37","","","","complete","","","","minimize","6803","","0.222179","","","","","","147","406","1","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.6119077512994409","","1","0.14169","","8","49","28","3614","results_filter","0","","35","","0.0061","43","","3773","57","","","","complete","","","","minimize","28808","","0.168388","","","","","","35","0","0","0"
"gecode","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","536.5354552064091","184164774","4","536.082","","","40","16","92082365","results_filter","","","","","0.000657","49","","","37","","73","4","","","","","minimize","1133161167","","0.169971","","","","","","49","","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.764075132086873","","1","0.966658","","4","33","34","22426","results_filter","0","","29","","0.005293","33","","17914","37","","","","complete","","","","minimize","276022","","0.216895","","","","","","58","13872","1068","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.5962511692196131","","1","0.004033","","3","11","6","14","results_filter","0","","18","","0.006006","26","","44","14","","","","complete","","","","minimize","134","","0.172809","","","","","","20","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5562203014269471","","1","0.037441","","1","25","18","1245","results_filter","0","","24","","0.005109","25","","1194","26","","","","complete","","","","minimize","12424","","0.18622","","","","","","24","145","16","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.3974364232272","","2","1199.820734","","8","67","14","6749419","results_filter","0","","97","","0.007636","105","","23037879","75","","","","complete","","","","minimize","92613071","","0.173293","","","","","","83","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.504172739572823","3546","2","0.021","7997","","1482","15","383","results_filter","","","","720","0.016","64","63","","757","","8062","","","180","3062","0.02","minimize","159073","0.02","0.210808","383","-2001602409","0.0","0.0","720","52","","2","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","49.41784651763737","","1","48.44125","","8","67","32","334746","results_filter","0","","65","","0.007468","73","","338625","75","","","","complete","","","","minimize","2260729","","0.234851","","","","","","60","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","1.0562432957813144","","3","0.023831","","1","25","15","746","results_filter","0","","32","","0.00659","33","","824","26","","","","complete","","","","minimize","8306","","0.43911","","","","","","41","282","40","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.8341657193377614","","3","0.022339","","8","49","18","99","results_filter","0","","35","","0.005806","77","","816","57","","","","complete","","","","minimize","2821","","0.228484","","","","","","57","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.622023138217628","","3","0.214977","","4","33","18","4421","results_filter","0","","29","","0.007463","49","","7275","37","","","","complete","","","","minimize","82713","","0.168789","","","","","","113","3683","145","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5105432560667396","","3","0.022682","","1","25","15","746","results_filter","0","","32","","0.005576","33","","824","26","","","","complete","","","","minimize","8309","","0.173381","","","","","","41","282","40","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5325659457594156","","4","0.041313","","4","33","16","539","results_filter","0","","45","","0.005867","49","","1774","37","","","","complete","","","","minimize","15083","","0.196737","","","","","","136","517","7","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","22.2532792147249","","6","21.793995","","1","35","35","215678","results_filter","0","","34","","0.006378","35","","216154","36","","","","complete","","","","minimize","1480120","","0.172351","","","","","","34","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.5590583560988307","","17","0.159411","","1","35","18","3172","results_filter","0","","51","","0.005641","52","","6745","36","","","","complete","","","","minimize","26020","","0.167751","","","","","","160","1587","5","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","815.8174294801429","","1","814.899802","","8","67","14","6238777","results_filter","0","","97","","0.007855","105","","12301421","75","","","","complete","","","","minimize","86917453","","0.17162","","","","","","195","5104955","215278","0"
"gecode","","../filters/filter.mzn","../filters/ewf_1_1.dzn","SATISFIED","1200.22035847418","598581135","1","1199.82","","","59","28","299290551","results_filter","","","","","0.000773","43","","","57","","111","1","","","","","minimize","3343656624","","0.176832","","","","","","53","","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.7634820472449064","","1","0.040082","","1","25","18","1725","results_filter","0","","24","","0.005591","25","","1751","26","","","","complete","","","","minimize","16532","","0.203621","","","","","","24","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.7236444866284728","5074","1","0.068","10718","","1526","28","2848","results_filter","","","","728","0.018","58","58","","789","","10778","","","336","2186","0.006","minimize","715667","0.02","0.225035","2848","-1363599499","0.0","0.0","728","40","","1","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5647372854873538","","1","0.089511","","8","775","28","2677","results_filter","0","","35","","0.015652","51","","2868","783","728","","","complete","336","","","minimize","376721","","0.217592","","","","","728","786","746","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.746088296175003","","3","0.01994","","1","25","15","621","results_filter","0","","32","","0.005581","33","","739","26","","","","complete","","","","minimize","6034","","0.173779","","","","","","32","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.572679971344769","","3","0.024777","","1","531","10","366","results_filter","0","","32","","0.01117","48","","1800","532","508","","","complete","127","","","minimize","68965","","0.182914","","","","","508","634","1790","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","279.803780795075","","1","279.04903","","8","1521","32","1857474","results_filter","0","","49","","0.022863","73","","2264505","1529","1456","","","complete","608","","","minimize","759740503","","0.235678","","","","","1456","1585","1457280","83039","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.9589288244023919","","1","0.00375","","3","11","6","14","results_filter","0","","18","","0.005724","26","","44","14","","","","complete","","","","minimize","134","","0.173716","","","","","","20","0","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","46.86754078324884","","1","43.857788","","8","67","32","337027","results_filter","0","","49","","0.008202","73","","341529","75","","","","complete","","","","minimize","2291620","","0.357022","","","","","","55","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.500885964371264","2429","1","0.039","5129","","533","18","2126","results_filter","","","","254","0.008","24","25","","277","","5156","","","127","279","0.004","minimize","448275","0.01","0.189861","2126","-461278804","0.0","0.0","254","24","","1","0"
"chuffed","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7685771631076932","7644","1","0.067","7744","","1543","19","4001","results_filter","","","","754","0.015","51","52","","787","","7798","","","241","3600","0.066","minimize","832619","0.02","0.222641","4001","-682652285","0.0","0.0","754","43","","1","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","365.61783252377063","","3","364.910041","","8","67","18","2368436","results_filter","0","","49","","0.007681","105","","3163634","75","","","","complete","","","","minimize","36538097","","0.194906","","","","","","175","1961698","126301","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.4230291359127","","3","1199.777831","","8","67","11","8344581","results_filter","0","","97","","0.007425","105","","29037372","75","","","","complete","","","","minimize","92255258","","0.21514","","","","","","83","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","138.62472628895193","","6","137.846794","","1","35","35","480401","results_filter","0","","34","","0.006723","35","","364862","36","","","","complete","","","","minimize","5300534","","0.197918","","","","","","82","330010","17380","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.1386167732998729","","4","0.40287","","4","33","18","10265","results_filter","0","","29","","0.008233","49","","34498","37","","","","complete","","","","minimize","208208","","0.174772","","","","","","37","0","0","0"
