"configuration","problem","model","data_file","status","time","flatBoolVars","evaluatedReifiedConstraints","flatIntVars","eliminatedImplications","extractedViews","flatIntConstraints","peakDepth","objective","userDecisions","intVariables","nSolutions","oracleDecisions","restarts","method","failures","flatBoolConstraints","unifiedVariables","propagators","propagations","initTime","solveTime","run","flatTime","paths","blockType"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1201.1648836107925","36900","45150","13650","2250","15750","35349","29427","S(15)","0","13647","11","36724105","985","minimize","151604","21750","0","30098","808280628","0.630123","1196.986241","results_prod_new","2.42068","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","15.72758771944791","16100","19600","6100","1000","7000","15564","14680","S(8)","0","6097","13","594660","204","minimize","11674","9500","0","13063","7520643","0.270167","13.81342","results_prod_new","1.07677","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.41941774263978","3800","4550","1550","250","1750","3779","3478","S(9)","0","1547","2","42707","0","minimize","6472","2250","0","3028","728362","0.058676","0.773574","results_prod_new","0.310434","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","842.052769003436","83200","102200","30200","5000","35000","79145","61692","S(24)","0","30197","16","14880150","774","minimize","128197","49000","0","68144","360623891","1.531296","832.909242","results_prod_new","5.50037","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","1.0648046443238854","3710","4410","1550","250","1750","3718","3780","S(10)","0","1547","1","46878","0","minimize","2534","2200","0","2917","487404","0.060512","0.488248","results_prod_new","0.316121","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","SATISFIED","1200.5226714955643","16640","20440","6100","1000","7000","15927","13181","S(20)","0","6097","1","159802178","15","minimize","143161","9800","0","13726","1775973567","0.249408","1198.631497","results_prod_new","1.1362","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.2207570187747","80500","98000","30200","5000","35000","77339","94251","S(16)","0","30197","6","14329922","101","minimize","18741","47500","0","64838","188111721","1.667075","1193.331257","results_prod_new","5.16309","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.805431074462831","3980","4830","1550","250","1750","3901","2984","S(6)","0","1547","5","21181","0","minimize","1871","2350","0","3250","237711","0.058017","0.226178","results_prod_new","0.30998","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","83.44591154437512","16100","19600","6100","1000","7000","15564","14868","S(16)","0","6097","4","2872168","132","minimize","22023","9500","0","13063","46176101","0.26652","81.567182","results_prod_new","1.12449","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","107.00776835810393","83200","102200","30200","5000","35000","79145","68005","S(30)","0","30197","18","3013080","1268","minimize","63002","49000","0","68144","70627438","1.209061","98.647818","results_prod_new","5.21404","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1200.9762720996514","36900","45150","13650","2250","15750","35349","29440","","0","13647","0","8426295","58","minimize","269127","21750","0","30098","424719779","0.620096","1197.032827","results_prod_new","2.40582","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","45.63409259635955","16100","19600","6100","1000","7000","15564","15086","S(16)","0","6097","5","1252208","192","minimize","13213","9500","0","13063","17291637","0.265552","43.884008","results_prod_new","1.03752","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.6429926855489612","3800","4550","1550","250","1750","3779","3377","S(8)","0","1547","3","68112","0","minimize","7110","2250","0","3028","1020127","0.060691","1.031703","results_prod_new","0.314557","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","604.2284277519211","83200","102200","30200","5000","35000","79145","62005","S(24)","0","30197","16","10946457","895","minimize","131000","49000","0","68144","285973035","1.619127","594.76256","results_prod_new","5.64745","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","696.9506246531382","83200","102200","30200","5000","35000","79145","61715","S(24)","0","30197","7","7583120","651","minimize","117201","49000","0","68144","203959066","1.493833","687.732212","results_prod_new","5.55802","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","SATISFIED","1201.9565150747076","83200","102200","30200","5000","35000","79145","14067","S(50)","0","30197","1","90618829","0","minimize","50078","49000","0","68144","1747092476","1.197709","1193.775303","results_prod_new","5.08041","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8000228619202971","3980","4830","1550","250","1750","3901","3026","S(6)","0","1547","5","22193","0","minimize","1184","2350","0","3250","240237","0.057962","0.200109","results_prod_new","0.310867","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1202.0881047118455","82750","101500","30200","5000","35000","78844","18659","S(20)","0","30197","1","31639477","0","minimize","275428","48750","0","67593","541393817","1.521529","1192.631691","results_prod_new","5.94758","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","28.61207085940987","16280","19880","6100","1000","7000","15685","2532","S(20)","0","6097","1","483690","0","minimize","145322","9600","0","13284","19905267","0.239546","26.817317","results_prod_new","1.0919","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","47.49235798511654","16280","19880","6100","1000","7000","15685","11039","S(20)","0","6097","1","1150246","4887","minimize","151523","9600","0","13284","44509555","0.236597","45.684179","results_prod_new","1.08496","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","182.6304824911058","83200","102200","30200","5000","35000","79145","53403","S(30)","0","30197","12","2588914","1183","minimize","57991","49000","0","68144","73464962","1.214574","174.367018","results_prod_new","5.15484","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1522508691996","80500","98000","30200","5000","35000","77339","52452","S(18)","0","30197","9","11572823","0","minimize","483656","47500","0","64838","213461746","1.739573","1193.076741","results_prod_new","5.2837","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.289114371873438","3810","4620","1488","240","1680","3738","3023","S(5)","0","1485","3","160564","490","minimize","23430","2250","0","3107","3141571","0.060711","3.617156","results_prod_new","0.362282","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","SATISFIED","1200.4523337511346","3980","4830","1550","250","1750","3901","3315","S(6)","0","1547","4","42568788","37","minimize","2397407","2350","0","3250","687267923","0.061723","1199.844029","results_prod_new","0.316016","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","511.00223909690976","15200","18200","6100","1000","7000","14959","26043","S(6)","0","6097","7","12007423","53","minimize","172446","9000","0","11958","105819325","0.325043","509.040418","results_prod_new","1.05731","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","3.9360340842977166","3980","4830","1550","250","1750","3901","3119","S(6)","0","1547","4","337968","15","minimize","12290","2350","0","3250","4487960","0.058076","3.301432","results_prod_new","0.340519","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","19.40869744401425","37170","45570","13650","2250","15750","35530","25450","S(20)","0","13647","6","372593","179","minimize","3251","21900","0","30429","7219549","0.539591","15.406785","results_prod_new","2.49485","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","26.45907079987228","16280","19880","6100","1000","7000","15685","2207","S(20)","0","6097","1","532438","0","minimize","157196","9600","0","13284","24764183","0.233708","24.665392","results_prod_new","1.0886","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","32.37977086752653","16100","19600","6100","1000","7000","15564","14725","S(15)","0","6097","6","1296345","155","minimize","9746","9500","0","13063","17529594","0.263975","30.50893","results_prod_new","1.10708","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","42.40705592278391","16100","19600","6100","1000","7000","15564","15064","S(8)","0","6097","13","1719305","330","minimize","26007","9500","0","13063","26816221","0.264651","40.640651","results_prod_new","1.04746","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","316.69321324303746","37710","46410","13650","2250","15750","35892","7386","S(13)","0","13647","11","5541710","0","minimize","422011","22200","0","31091","196219761","0.574624","312.856097","results_prod_new","2.28516","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","13.666391895152628","16100","19600","6100","1000","7000","15564","14428","S(8)","0","6097","5","476325","0","minimize","13287","9500","0","13063","6914627","0.270034","11.884478","results_prod_new","1.05381","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.0479109575972","80500","98000","30200","5000","35000","77339","43813","","0","30197","0","5849468","0","minimize","69665","47500","0","64838","82650380","1.695119","1193.291481","results_prod_new","5.17712","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","SATISFIED","1200.5211038691923","16100","19600","6100","1000","7000","15564","5550","S(12)","0","6097","7","48728596","0","minimize","1076953","9500","0","13063","826615447","0.26862","1198.713734","results_prod_new","1.05574","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1201.9582855822518","82750","101500","30200","5000","35000","78844","25177","S(18)","0","30197","4","9952409","0","minimize","95073","48750","0","67593","191133191","1.546759","1192.68548","results_prod_new","5.82493","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","51.78043856844306","15200","18200","6100","1000","7000","14959","26470","S(6)","0","6097","6","1568606","0","minimize","12909","9000","0","11958","13447085","0.326372","49.856001","results_prod_new","1.06334","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","176.63126259297132","16100","19600","6100","1000","7000","15564","14125","S(8)","0","6097","8","5450999","0","minimize","46738","9500","0","13063","79476986","0.271634","174.71383","results_prod_new","1.07253","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1201.1249620998278","36900","45150","13650","2250","15750","35349","14239","S(13)","0","13647","8","19796420","0","minimize","279462","21750","0","30098","420165186","0.618878","1197.114335","results_prod_new","2.35133","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","7.007827077060938","16640","20440","6100","1000","7000","15927","12369","S(13)","0","6097","8","214924","151","minimize","8194","9800","0","13726","4946054","0.25701","5.145045","results_prod_new","1.11943","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.2198024466634","83200","102200","30200","5000","35000","79145","14852","","0","30197","0","2075243","0","minimize","1087489","49000","0","68144","125040894","1.437426","1193.40949","results_prod_new","5.33524","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","17.91685752850026","37170","45570","13650","2250","15750","35530","24839","S(20)","0","13647","9","562436","158","minimize","10266","21900","0","30429","9746336","0.539345","13.467912","results_prod_new","2.73531","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","1.205427821725607","3980","4830","1550","250","1750","3901","3386","S(4)","0","1547","5","54089","0","minimize","2438","2350","0","3250","594211","0.064978","0.531496","results_prod_new","0.318516","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1202.2233510604128","82750","101500","30200","5000","35000","78844","25115","","0","30197","0","1662262","0","minimize","761861","48750","0","67593","102030132","1.612092","1192.765508","results_prod_new","5.88537","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","613.9742278400809","16100","19600","6100","1000","7000","15564","14944","S(16)","0","6097","5","26763903","31","minimize","136956","9500","0","13063","391456447","0.260071","612.139468","results_prod_new","1.04752","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.057056288235","36900","45150","13650","2250","15750","35349","6516","","0","13647","0","5649003","0","minimize","63943","21750","0","30098","370871791","0.642096","1196.837303","results_prod_new","2.56192","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","19.966241909191012","15200","18200","6100","1000","7000","14959","26472","S(6)","0","6097","6","769441","0","minimize","8765","9000","0","11958","6306688","0.331742","17.935138","results_prod_new","1.15488","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","440.33001341391355","36900","45150","13650","2250","15750","35349","29501","S(14)","0","13647","16","6955295","3579","minimize","265019","21750","0","30098","185104100","0.614403","436.37066","results_prod_new","2.33766","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","7.732098399661481","16640","20440","6100","1000","7000","15927","3828","S(13)","0","6097","5","180171","0","minimize","15434","9800","0","13726","4963482","0.249948","5.84481","results_prod_new","1.12342","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","1.202106550335884","3980","4830","1550","250","1750","3901","3386","S(4)","0","1547","5","54089","0","minimize","2438","2350","0","3250","594211","0.064411","0.528443","results_prod_new","0.31846","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.0285097109154","35550","43050","13650","2250","15750","34444","48657","S(11)","0","13647","10","23763275","141","minimize","81128","21000","0","28443","282965623","0.739982","1197.078731","results_prod_new","2.22943","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","290.98930000606924","35550","43050","13650","2250","15750","34444","26992","S(8)","0","13647","3","4774641","0","minimize","114369","21000","0","28443","62353507","0.740329","287.062586","results_prod_new","2.2461","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","857.4305459111929","15200","18200","6100","1000","7000","14959","27035","S(6)","0","6097","9","14570781","85","minimize","56716","9000","0","11958","146491276","0.32963","855.385326","results_prod_new","1.16148","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","27.654867028817534","16280","19880","6100","1000","7000","15685","2690","S(20)","0","6097","1","543945","0","minimize","158418","9600","0","13284","24551125","0.237441","25.799068","results_prod_new","1.10909","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.4153770562261343","3800","4550","1550","250","1750","3779","3621","S(9)","0","1547","2","67223","118","minimize","4986","2250","0","3028","709036","0.058645","0.863433","results_prod_new","0.300994","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","6.123450261540711","16640","20440","6100","1000","7000","15927","12461","S(13)","0","6097","8","170793","85","minimize","4269","9800","0","13726","3133367","0.250574","4.270465","results_prod_new","1.10745","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","239.70730185415596","16100","19600","6100","1000","7000","15564","14679","S(15)","0","6097","6","8957183","0","minimize","59084","9500","0","13063","123792875","0.26301","237.903291","results_prod_new","1.04201","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","UNKNOWN","1201.1045171860605","36900","45150","13650","2250","15750","35349","31021","","0","13647","0","7251960","7","minimize","262103","21750","0","30098","393644714","0.628181","1197.096875","results_prod_new","2.33497","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","46.371629033237696","16280","19880","6100","1000","7000","15685","11109","S(20)","0","6097","1","1284528","4214","minimize","147483","9600","0","13284","47088751","0.234966","44.574405","results_prod_new","1.09193","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","200.39145226869732","36900","45150","13650","2250","15750","35349","30956","S(13)","0","13647","6","2989849","727","minimize","126248","21750","0","30098","55224389","0.630858","196.435018","results_prod_new","2.3588","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","129.64471438154578","83200","102200","30200","5000","35000","79145","52628","S(30)","0","30197","21","3057572","1580","minimize","52256","49000","0","68144","84672114","1.207756","121.274147","results_prod_new","5.18937","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","1.043876283802092","3710","4410","1550","250","1750","3718","3721","S(10)","0","1547","1","19096","0","minimize","1700","2200","0","2917","264373","0.064669","0.304393","results_prod_new","0.353502","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.9561779778450727","3710","4410","1550","250","1750","3718","3741","S(10)","0","1547","1","29093","0","minimize","1984","2200","0","2917","327484","0.06488","0.356116","results_prod_new","0.32275","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.0048536825925","80500","98000","30200","5000","35000","77339","39355","","0","30197","0","2470738","5","minimize","129543","47500","0","64838","202612720","1.62626","1193.564517","results_prod_new","4.97931","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","255.15326596423984","37710","46410","13650","2250","15750","35892","6372","S(13)","0","13647","9","4483348","0","minimize","322006","22200","0","31091","132810436","0.558819","251.450021","results_prod_new","2.22213","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","SATISFIED","1202.0327186957002","84100","103600","30200","5000","35000","79747","14879","S(17)","0","30197","6","9130743","0","minimize","1417569","49500","0","69246","624142289","1.307558","1193.245197","results_prod_new","5.56406","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","250.27065666764975","37710","46410","13650","2250","15750","35892","25821","S(13)","0","13647","11","4366583","3572","minimize","201032","22200","0","31091","114826042","0.577146","246.4102","results_prod_new","2.32533","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","27.723381077870727","16280","19880","6100","1000","7000","15685","2378","S(20)","0","6097","1","519675","0","minimize","162982","9600","0","13284","24825226","0.236601","25.852914","results_prod_new","1.1112","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1201.9732542308047","80500","98000","30200","5000","35000","77339","95317","S(16)","0","30197","7","13746764","134","minimize","14988","47500","0","64838","180509097","1.649185","1193.449404","results_prod_new","5.03006","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.366987844929099","3800","4550","1550","250","1750","3779","3599","S(9)","0","1547","2","55805","107","minimize","5094","2250","0","3028","755194","0.061136","0.794315","results_prod_new","0.310968","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","1033.562312822789","84100","103600","30200","5000","35000","79747","15056","S(17)","0","30197","7","5624509","0","minimize","679030","49500","0","69246","323206668","1.288177","1024.338009","results_prod_new","5.95906","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","7.362113973125815","16640","20440","6100","1000","7000","15927","14544","S(13)","0","6097","7","285854","122","minimize","11345","9800","0","13726","5615993","0.251941","5.464628","results_prod_new","1.12647","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1270594568923","80500","98000","30200","5000","35000","77339","95797","S(15)","0","30197","8","16687401","314","minimize","42363","47500","0","64838","221783095","1.642704","1193.185177","results_prod_new","5.26914","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","51.48026252351701","16280","19880","6100","1000","7000","15685","10912","S(20)","0","6097","1","1076447","4302","minimize","136752","9600","0","13284","39428390","0.24336","49.572805","results_prod_new","1.11296","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","SATISFIED","1202.154728489928","83200","102200","30200","5000","35000","79145","20253","S(34)","0","30197","1","21601631","0","minimize","287406","49000","0","68144","582220607","1.643542","1192.711037","results_prod_new","5.75079","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","11.755507923662663","37170","45570","13650","2250","15750","35530","24958","S(20)","0","13647","5","294194","137","minimize","3674","21900","0","30429","6161427","0.544848","7.846283","results_prod_new","2.46399","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","1014.7210456803441","82750","101500","30200","5000","35000","78844","68521","S(16)","0","30197","7","10855390","980","minimize","191151","48750","0","67593","257770822","1.423875","1005.742402","results_prod_new","5.6574","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","14.34072844684124","37170","45570","13650","2250","15750","35530","25734","S(20)","0","13647","5","369259","221","minimize","5027","21900","0","30429","7220294","0.544534","10.11898","results_prod_new","2.55615","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.4964638417586684","3800","4550","1550","250","1750","3779","3587","S(9)","0","1547","2","64535","114","minimize","5328","2250","0","3028","790643","0.059616","0.888956","results_prod_new","0.313247","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","UNKNOWN","1201.1008880650625","36900","45150","13650","2250","15750","35349","12695","","0","13647","0","4359527","0","minimize","1215093","21750","0","30098","450311036","0.620902","1197.182232","results_prod_new","2.30102","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","24.831861162558198","16280","19880","6100","1000","7000","15685","11816","S(20)","0","6097","1","492760","0","minimize","155389","9600","0","13284","22579866","0.232923","23.027046","results_prod_new","1.10778","0","complete"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","7.200729723088443","37170","45570","13650","2250","15750","35530","27744","S(20)","0","13647","6","179783","0","minimize","5619","21900","0","30429","2445981","0.529129","3.349738","results_prod_new","2.4365","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1949756667018","80500","98000","30200","5000","35000","77339","94430","S(15)","0","30197","7","19843172","232","minimize","38896","47500","0","64838","270931661","1.713298","1193.133825","results_prod_new","5.25034","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","SATISFIED","1200.6118688182905","15200","18200","6100","1000","7000","14959","26546","S(7)","0","6097","5","23958329","0","minimize","332500","9000","0","11958","247487741","0.333294","1198.647642","results_prod_new","1.08828","0","complete"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.7786077465862036","3710","4410","1550","250","1750","3718","3812","S(10)","0","1547","1","227846","30","minimize","5581","2200","0","2917","2489200","0.060313","2.205475","results_prod_new","0.317624","0","complete"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.0674101933837","35550","43050","13650","2250","15750","34444","29075","S(10)","0","13647","5","12493948","0","minimize","598923","21000","0","28443","188534247","0.76526","1197.104726","results_prod_new","2.25092","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1201.0314937112853","36900","45150","13650","2250","15750","35349","30936","S(13)","0","13647","6","36688878","188","minimize","37362","21750","0","30098","704990391","0.624365","1197.033095","results_prod_new","2.36832","0","complete"
