"configuration","problem","model","data_file","status","time","baseMem","optTime","restarts","evaluatedHalfReifiedConstraints","randomSeed","variables","boolVariables","peakMem","initTime","flatBoolVars","solutions","objective","solveTime","nSolutions","intVariables","flatIntConstraints","blockType","nogoods","nodes","oracleDecisions","intVars","method","error","propagators","unifiedVariables","flatBoolConstraints","propagations","peakDepth","failures","eliminatedImplications","flatIntVars","extractedViews","userDecisions","run","trailMem","evaluatedReifiedConstraints","flatTime","backjumps","objectiveBound","paths"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","UNKNOWN","1204.3049118537456","","","","147000","","","","","","155000","","","","0","","157909","","","","","","minimize","","","","29500","","","","1000","6100","","","results_prod_new","","7000","12.9424","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","6.965777578763664","","","6","","","","","","0.255246","16640","","S(13)","4.92396","5","6097","15927","complete","","","240077","","minimize","","13726","0","9800","2871136","15030","22981","1000","6100","7000","0","results_prod_new","","20440","1.18311","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","28.50990556087345","","","133","","","","","","1.225833","83200","","S(30)","19.826517","5","30197","79145","complete","","","728492","","minimize","","68144","0","49000","16976108","55599","7269","5000","30200","35000","0","results_prod_new","","102200","5.36534","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","44.50161257199943","","","121","","","","","","0.249607","16100","","S(8)","42.742064","13","6097","15564","complete","","","1334653","","minimize","","13063","0","9500","20281861","14868","24060","1000","6100","7000","0","results_prod_new","","19600","1.046929","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","126.89429181721061","","","1490","","","","","","0.630863","36900","","S(14)","122.603215","15","13647","35349","complete","","","2186402","","minimize","","30098","0","21750","51911393","30131","247000","2250","13650","15750","0","results_prod_new","","45150","2.63184","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","2.7021099599078298","","","377","","","","","","0.060018","3810","","S(5)","2.06867","4","1485","3738","complete","","","52899","","minimize","","3107","0","2250","1400883","3018","17671","240","1488","1680","0","results_prod_new","","4620","0.355686","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","36.58906211517751","","","124","","","","","","0.721682","35550","","S(8)","32.570348","6","13647","34444","complete","","","1081090","","minimize","","28443","0","21000","11533512","47822","17047","2250","13650","15750","0","results_prod_new","","43050","2.27396","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","SATISFIED","1200.5241207405925","","","15","","","","","","0.259833","16640","","S(20)","1198.626171","1","6097","15927","complete","","","158041540","","minimize","","13726","0","9800","1756421084","13181","141830","1000","6100","7000","0","results_prod_new","","20440","1.13368","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","65.61773193534464","0.0","46.047","15","","2066483828","637580","631479","0.0","2.941","159800","","6","46.199","15","","161090","","10640","760396","","6099","minimize","","304291","","33500","200299797","7554","10640","1000","6099","","","results_prod_new","0.63","159600","13.1107","648292","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","3.6820345455780625","","","14","","","","","","0.2534","16640","","S(13)","1.662302","8","6097","15927","complete","","","132294","","minimize","","13726","0","9800","1994994","12003","3312","1000","6100","7000","0","results_prod_new","","20440","1.16191","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.1114784255624","","","37","","","","","","1.604187","80500","","","1193.207893","0","30197","77339","complete","","","1148742","","minimize","","64838","0","47500","25008099","43870","9098","5000","30200","35000","0","results_prod_new","","98000","5.34477","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","24.525627470575273","","","19","147000","","","","","2.3338","162200","","S(6)","5.213146","5","6097","161939","complete","","","1846305","","minimize","","158938","0","33500","51897834","309992","1077","1000","6100","7000","0","results_prod_new","","18200","12.8682","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","ERROR","223.79505202639848","","","","1485000","","","","","","1525000","","","","0","","1539954","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","272500","","","","5000","30200","","","results_prod_new","","35000","133.472","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","156.91805660631508","","","2643","499500","","","","","8.147236","537210","","S(13)","92.04637","3","13647","535362","complete","","","3482025","","minimize","","530561","0","105450","358459023","521520","57242","2250","13650","15750","0","results_prod_new","","46410","42.8664","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.9466654555872083","","","29","","","","","","0.064023","3710","","S(10)","0.265228","1","1547","3718","complete","","","25087","","minimize","","2917","0","2200","244117","3627","796","250","1550","1750","0","results_prod_new","","4410","0.3431","","","0"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1231.7594706034288","","","","1485000","","","","","","1552000","","","","0","","1557789","","","","","","minimize","","","","295000","","","","5000","30200","","","results_prod_new","","66500","134.166","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","920.6825988823548","","","3216","1485000","","","","","24.5433","1569100","","S(17)","723.018652","31","30197","1564697","complete","","","106304095","","minimize","","1554196","0","297000","2327796604","2944219","98246","5000","30200","35000","0","results_prod_new","","103600","131.549","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","OPTIMAL_SOLUTION","106.8028762023896","","","159","","","","","","1.663862","80500","","S(11)","97.949285","4","30197","77339","complete","","","2602932","","minimize","","64838","0","47500","35352618","91627","41825","5000","30200","35000","0","results_prod_new","","98000","5.29927","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","125.63793449569494","","","246","","","","","","1.459274","83200","","S(24)","116.490056","23","30197","79145","complete","","","4400909","","minimize","","68144","0","49000","60972916","65588","31192","5000","30200","35000","0","results_prod_new","","102200","5.61826","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","11.767523036338389","","","154","","","","","","0.254565","16100","","S(15)","9.991665","6","6097","15564","complete","","","464196","","minimize","","13063","0","9500","5228467","15079","7117","1000","6100","7000","0","results_prod_new","","19600","1.05295","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","99.24169493373483","","","762","","","","","","1.221706","83200","","S(30)","90.636164","10","30197","79145","complete","","","1659375","","minimize","","68144","0","49000","43720192","52604","29595","5000","30200","35000","0","results_prod_new","","102200","5.39647","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.0476290304214","","","59","","","","","","0.62247","36900","","","1196.743839","0","13647","35349","complete","","","22478740","","minimize","","30098","0","21750","476655532","29550","190663","2250","13650","15750","0","results_prod_new","","45150","2.72105","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","263.9806558312848","","","143","","","","","","0.261693","16100","","S(16)","262.22929","5","6097","15564","complete","","","1422013","","minimize","","13063","0","9500","24047982","14776","11208","1000","6100","7000","0","results_prod_new","","19600","1.04868","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","31.511730154044926","","","156","","","","","","0.727504","35550","","S(8)","27.523337","3","13647","34444","complete","","","886274","","minimize","","28443","0","21000","8910284","47728","18170","2250","13650","15750","0","results_prod_new","","43050","2.25656","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","UNKNOWN","1204.8276411974803","","","","147000","","","","","","155000","","","","0","","158004","","","","","","minimize","","","","29500","","","","1000","6100","","","results_prod_new","","7000","12.6977","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.210740489885211","","","53","","","","","","0.057678","3800","","S(9)","0.572736","2","1547","3779","complete","","","43589","","minimize","","3028","0","2250","521534","3491","3054","250","1550","1750","0","results_prod_new","","4550","0.327792","","","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","24.73020168952644","","","11","147000","","","","","2.331961","163100","","S(15)","4.968203","2","6097","162544","complete","","","744749","","minimize","","160043","0","34000","30596871","291410","1686","1000","6100","7000","0","results_prod_new","","19600","13.2593","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","751.1619480131194","","","528","","","","","","1.351825","83200","","S(24)","742.790172","10","30197","79145","complete","","","8586779","","minimize","","68144","0","49000","228093511","61655","110915","5000","30200","35000","0","results_prod_new","","102200","5.11381","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","0.8311660774052143","","","1","","","","","","0.060323","3980","","S(4)","0.215783","5","1547","3901","complete","","","22753","","minimize","","3250","0","2350","216387","3194","1384","250","1550","1750","0","results_prod_new","","4830","0.33504","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","UNKNOWN","1200.6953818788752","","","0","18000","","21550","","","0.185348","20000","0","","1198.51","0","","20772","","","6370128","","","minimize","","24265","","4250","2249950633","394","3184885","250","1550","","","results_prod_new","","1750","1.49132","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8852671906352043","","","2","","","","","","0.061555","3980","","S(6)","0.176021","5","1547","3901","complete","","","18302","","minimize","","3250","0","2350","182056","2929","1380","250","1550","1750","0","results_prod_new","","4830","0.338129","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.259016896598","","","85","","","","","","1.420856","83200","","","1192.866844","0","30197","79145","complete","","","1089916","","minimize","","68144","0","49000","32388318","61891","13012","5000","30200","35000","0","results_prod_new","","102200","5.87279","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","UNKNOWN","1200.642181663774","","","0","18000","","21550","","","0.202122","20000","0","","1198.42","0","","20745","","","2497011","","","minimize","","23367","","4250","1842594187","488","1248270","250","1550","","","results_prod_new","","1750","1.57704","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","4.856518190354109","","","26","","","","","","0.2642","16100","","S(15)","2.976527","6","6097","15564","complete","","","223122","","minimize","","13063","0","9500","2489474","14187","2680","1000","6100","7000","0","results_prod_new","","19600","1.06778","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","5.126652131788433","","","36","","","","","","0.262589","16100","","S(15)","3.280563","6","6097","15564","complete","","","223671","","minimize","","13063","0","9500","2551041","14187","2660","1000","6100","7000","0","results_prod_new","","19600","1.07045","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","3.189576373435557","0.0","0.614","1","","399937933","61130","59579","0.0","0.328","21140","","10","0.832","1","","21494","","1948","40620","","1549","minimize","","38505","","5200","5812172","1278","1948","250","1549","","","results_prod_new","0.12","21080","1.54337","37417","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","95.26006932836026","","","156","499500","","","","","8.093517","536670","","S(20)","30.541733","5","13647","535000","complete","","","5145864","","minimize","","529899","0","105150","148620975","969723","2132","2250","13650","15750","0","results_prod_new","","45570","43.2266","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1211.4322935137898","","","","","","","","","","529200","","S(18)","","13","","531890","","","","","","minimize","","","","104250","","","","2250","13649","","","results_prod_new","","528900","45.6582","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","45.283670261502266","","","4526","","","","","","0.217133","16280","","S(20)","43.557138","1","6097","15685","complete","","","979970","","minimize","","13284","0","9600","40406170","11195","154113","1000","6100","7000","0","results_prod_new","","19880","1.04169","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","ERROR","219.81409186311066","","","","1485000","","","","","","1525000","","","","0","","1540003","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","272500","","","","5000","30200","","","results_prod_new","","35000","134.84","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","58.048242594115436","","","77","","","","","","1.247783","83200","","S(30)","48.894479","21","30197","79145","complete","","","1923412","","minimize","","68144","0","49000","34711385","53474","36075","5000","30200","35000","0","results_prod_new","","102200","5.84558","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","669.5260011861101","","","235","1485000","","","","","29.587234","1568200","","S(24)","467.50815","14","30197","1564095","complete","","","64846097","","minimize","","1553094","0","296500","1746519334","2937155","19768","5000","30200","35000","0","results_prod_new","","102200","131.383","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.551835251040757","","","501","","","","","","0.062072","3810","","S(5)","3.966583","4","1485","3738","complete","","","153913","","minimize","","3107","0","2250","2669132","3226","26274","240","1488","1680","0","results_prod_new","","4620","0.318465","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","SATISFIED","1202.0167920822278","","","679","","","","","","1.206266","83200","","S(37)","1193.475086","6","30197","79145","complete","","","1439828","","minimize","","68144","0","49000","39251727","52432","18825","5000","30200","35000","0","results_prod_new","","102200","5.36363","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","75.52195030078292","","","1407","","","","","","0.628464","36900","","S(14)","71.408422","6","13647","35349","complete","","","1446108","","minimize","","30098","0","21750","29984679","30690","107697","2250","13650","15750","0","results_prod_new","","45150","2.52437","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","93.40370028652251","","","274","","","","","","1.495786","82750","","S(16)","84.141534","7","30197","78844","complete","","","1767542","","minimize","","67593","0","48750","39454489","72991","42604","5000","30200","35000","0","results_prod_new","","101500","5.6053","","","0"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","UNKNOWN","1231.1534860422835","","","","1485000","","","","","","1553800","","","","0","","1559295","","","","","","minimize","","","","296500","","","","5000","30200","","","results_prod_new","","68600","141.294","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.0063207242638","","","72","","","","","","0.731959","35550","","S(21)","1197.096129","5","13647","34444","complete","","","8652338","","minimize","","28443","0","21000","171753430","47029","145439","2250","13650","15750","0","results_prod_new","","43050","2.23902","","","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","28.83501806948334","","","143","","","","","","1.226907","83200","","S(30)","19.94081","5","30197","79145","complete","","","705877","","minimize","","68144","0","49000","14969321","56346","6997","5000","30200","35000","0","results_prod_new","","102200","5.53926","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","113.81336904596537","","","409","","","","","","1.418198","83200","","S(24)","104.598201","8","30197","79145","complete","","","1891969","","minimize","","68144","0","49000","53399262","61720","55578","5000","30200","35000","0","results_prod_new","","102200","5.60843","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","SATISFIED","1200.4298778381199","","","37","","","","","","0.061407","3980","","S(6)","1199.821007","4","1547","3901","complete","","","40779903","","minimize","","3250","0","2350","658379627","3315","2296326","250","1550","1750","0","results_prod_new","","4830","0.324341","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","506.8158836597577","","","53","","","","","","0.322957","15200","","S(6)","504.918559","7","6097","14959","complete","","","12007423","","minimize","","11958","0","9000","105819325","26043","172446","1000","6100","7000","0","results_prod_new","","18200","1.12208","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","ERROR","111.45807601045817","","","","499500","","","","","","517500","","","","0","","524341","","","","","","minimize","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","94500","","","","2250","13650","","","results_prod_new","","15750","45.6467","","","0"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1210.501735886559","","","","499500","","","524307","","","529200","","S(30)","782.785","1","","531964","","","","","","minimize","","","","104250","51515848","","13256","2250","13650","","","results_prod_new","","29400","45.9142","","2","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","274.33322050981224","","","4811","","","","","","1.333027","84100","","S(17)","265.412248","12","30197","79747","complete","","","2283733","","minimize","","69246","0","49500","136628879","56854","397220","5000","30200","35000","0","results_prod_new","","103600","5.46664","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","3.8653690945357084","","","15","","","","","","0.05847","3980","","S(6)","3.286884","4","1547","3901","complete","","","337968","","minimize","","3250","0","2350","4487960","3119","12290","250","1550","1750","0","results_prod_new","","4830","0.313884","","","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","227.1229112893343","","","263","","","","","","0.539117","37170","","S(20)","223.024989","5","13647","35530","complete","","","527275","","minimize","","30429","0","21900","11357484","31499","4826","2250","13650","15750","0","results_prod_new","","45570","2.64879","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.950653617270291","","","18","","","","","","0.09801","3710","","S(10)","2.29273","1","1547","3718","complete","","","178224","","minimize","","2917","0","2200","1958256","3977","2680","250","1550","1750","0","results_prod_new","","4410","0.3573","","","0"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","5.89762469381094","0.0","1.242","5","","1770957935","50926","49437","0.0","0.302","19740","","5","3.499","5","","20055","","39621","94156","","1487","minimize","","35776","","5010","34107003","1079","39621","240","1487","","","results_prod_new","0.12","19710","1.525","49518","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","173.8303875271231","","","125","","","","","","1.42734","82750","","S(16)","164.521123","32","30197","78844","complete","","","4822624","","minimize","","67593","0","48750","61331643","67885","81374","5000","30200","35000","0","results_prod_new","","101500","5.79656","","","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","11.023965497501194","","","119","","","","","","0.257214","16100","","S(8)","9.255335","4","6097","15564","complete","","","325581","","minimize","","13063","0","9500","4691207","15382","4935","1000","6100","7000","0","results_prod_new","","19600","1.06594","","","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.9754892149940133","","","0","","","","","","0.064857","3980","","S(6)","0.123118","5","1547","3901","complete","","","17751","","minimize","","3250","0","2350","144158","3020","615","250","1550","1750","0","results_prod_new","","4830","0.361208","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","33.676454787142575","","","210","","","","","","1.233713","83200","","S(30)","25.087746","8","30197","79145","complete","","","816607","","minimize","","68144","0","49000","21051461","54210","10433","5000","30200","35000","0","results_prod_new","","102200","5.34495","","","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","73.83677794411778","","","1912","","","","","","0.563485","37710","","S(13)","69.885613","4","13647","35892","complete","","","558332","","minimize","","31091","0","22200","40694376","25273","181937","2250","13650","15750","0","results_prod_new","","46410","2.37618","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","125.14788968767971","","","251","499500","","","","","8.081577","536400","","S(13)","59.232235","8","13647","534819","complete","","","9052535","","minimize","","529568","0","105000","308014646","990406","24731","2250","13650","15750","0","results_prod_new","","45150","43.8735","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","508.49306716769934","","","472","","","","","","1.308502","84100","","S(17)","499.34605","14","30197","79747","complete","","","2993972","","minimize","","69246","0","49500","127000759","56928","1114112","5000","30200","35000","0","results_prod_new","","103600","5.60675","","","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","10.922726166434586","","","6","","","","","","0.05764","3800","","S(8)","10.363431","3","1547","3779","complete","","","809424","","minimize","","3028","0","2250","9446704","3637","10115","250","1550","1750","0","results_prod_new","","4550","0.308769","","","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","2.886028383858502","","","0","18000","","","","","0.300214","21980","","S(6)","0.277335","5","1547","21891","complete","","","188626","","minimize","","21240","0","5350","1693623","36450","586","250","1550","1750","0","results_prod_new","","4830","1.56358","","","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","0.7582643991336226","","","9","","","","","","0.059995","3980","","S(4)","0.165409","5","1547","3901","complete","","","20521","","minimize","","3250","0","2350","179210","3205","688","250","1550","1750","0","results_prod_new","","4830","0.327596","","","0"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","546.3491008505225","","","","147000","","","160621","","","160400","","8","526.548","13","","161644","","","","","","minimize","","","","34000","72074710","","19999","1000","6100","","","results_prod_new","","13300","13.2994","","8","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","3.1512280106544495","","","32","18000","","","","","0.298792","21800","","S(9)","0.632694","2","1547","21769","complete","","","146747","","minimize","","21018","0","5250","3841430","36487","2013","250","1550","1750","0","results_prod_new","","4550","1.53307","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","9.269526327960193","","","156","","","","","","0.235087","16640","","S(13)","7.509334","7","6097","15927","complete","","","204030","","minimize","","13726","0","9800","5025778","12454","14307","1000","6100","7000","0","results_prod_new","","20440","1.04224","","","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","107.56434515304863","","","200","499500","","","","","8.070623","535050","","S(8)","43.307303","4","13647","533914","complete","","","5643942","","minimize","","527913","0","104250","284270026","1014498","12718","2250","13650","15750","0","results_prod_new","","43050","42.9697","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","17.191068595275283","","","92","","","","","","0.544964","37170","","S(20)","13.154859","6","13647","35530","complete","","","442342","","minimize","","30429","0","21900","9230132","25160","11060","2250","13650","15750","0","results_prod_new","","45570","2.56354","","","0"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","UNKNOWN","1200.791325150989","","","0","18000","","21550","","","0.207246","20000","0","","1198.46","0","","20772","","","2539130","","","minimize","","24265","","4250","2080513642","573","1269290","250","1550","","","results_prod_new","","1750","1.54298","","","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","629.9880570005625","","","31","","","","","","0.268616","16100","","S(16)","628.198955","5","6097","15564","complete","","","26763903","","minimize","","13063","0","9500","391456447","14944","136956","1000","6100","7000","0","results_prod_new","","19600","1.06134","","","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1200.9468957204372","","","1996","","","","","","0.569519","36900","","S(15)","1197.214034","9","13647","35349","complete","","","18815385","","minimize","","30098","0","21750","431763338","29474","224168","2250","13650","15750","0","results_prod_new","","45150","2.25353","","","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","301.5152696110308","","","2424","499500","","","","","10.164113","536400","","S(14)","231.808368","16","13647","534819","complete","","","23904400","","minimize","","529568","0","105000","815948905","993654","64599","2250","13650","15750","0","results_prod_new","","45150","45.3494","","","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","5.668133861385286","","","19","","","","","","0.325599","15200","","S(6)","3.698383","5","6097","14959","complete","","","380390","","minimize","","11958","0","9000","2707961","25322","3356","1000","6100","7000","0","results_prod_new","","18200","1.16199","","","0"
